年份,学校官网,学校,学院官网,学院,代码,proname_url,专业,总分,政治,英语,数学,408专业基础
2023,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5851/,数学科学College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202029.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5851/,数学科学College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202030.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5851/,数学科学College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202032.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5851/,数学科学College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202033.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5851/,数学科学College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202028.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5851/,数学科学College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202034.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5854/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/201691.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5854/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/201689.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5854/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/201690.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5854/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/201685.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5854/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/201687.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5854/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/201686.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5854/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/201688.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/swjtu/,西南交通大学,http://yz.kaoyan365.cn/school/swjtu/yuanxi/5932/,信息科学与技术College,0810Z1,http://yz.kaoyan365.cn/school/swjtu/zhuanye/201403.html,信息安全,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/swjtu/,西南交通大学,http://yz.kaoyan365.cn/school/swjtu/yuanxi/5932/,信息科学与技术College,0810Z1,http://yz.kaoyan365.cn/school/swjtu/zhuanye/201406.html,信息安全,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/swjtu/,西南交通大学,http://yz.kaoyan365.cn/school/swjtu/yuanxi/5932/,信息科学与技术College,0810Z1,http://yz.kaoyan365.cn/school/swjtu/zhuanye/201405.html,信息安全,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/swjtu/,西南交通大学,http://yz.kaoyan365.cn/school/swjtu/yuanxi/5932/,信息科学与技术College,0810Z1,http://yz.kaoyan365.cn/school/swjtu/zhuanye/201402.html,信息安全,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/swjtu/,西南交通大学,http://yz.kaoyan365.cn/school/swjtu/yuanxi/5932/,信息科学与技术College,0810Z1,http://yz.kaoyan365.cn/school/swjtu/zhuanye/201407.html,信息安全,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/swjtu/,西南交通大学,http://yz.kaoyan365.cn/school/swjtu/yuanxi/5932/,信息科学与技术College,0810Z1,http://yz.kaoyan365.cn/school/swjtu/zhuanye/201404.html,信息安全,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/7605/,计算机College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/201086.html,计算机科学与技术,320,50,50,75,75
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/7605/,计算机College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/201084.html,计算机科学与技术,320,50,50,75,75
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/7605/,计算机College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/201082.html,计算机科学与技术,320,50,50,75,75
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/7605/,计算机College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/201087.html,计算机科学与技术,320,50,50,75,75
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/7605/,计算机College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/201085.html,计算机科学与技术,320,50,50,75,75
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/7605/,计算机College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/201083.html,计算机科学与技术,320,50,50,75,75
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/7605/,计算机College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/201073.html,计算机科学与技术,320,50,50,75,75
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/7605/,计算机College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/201074.html,计算机科学与技术,320,50,50,75,75
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/7605/,计算机College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/201081.html,计算机科学与技术,320,50,50,75,75
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/7605/,计算机College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/201069.html,计算机科学与技术,320,50,50,75,75
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/7605/,计算机College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/201077.html,计算机科学与技术,320,50,50,75,75
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/7605/,计算机College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/201080.html,计算机科学与技术,320,50,50,75,75
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/7605/,计算机College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/201071.html,计算机科学与技术,320,50,50,75,75
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/7605/,计算机College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/201075.html,计算机科学与技术,320,50,50,75,75
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/7605/,计算机College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/201070.html,计算机科学与技术,320,50,50,75,75
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/7605/,计算机College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/201072.html,计算机科学与技术,320,50,50,75,75
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/7605/,计算机College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/201076.html,计算机科学与技术,320,50,50,75,75
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/7605/,计算机College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/201078.html,计算机科学与技术,320,50,50,75,75
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/7605/,计算机College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/201079.html,计算机科学与技术,320,50,50,75,75
2024,http://yz.kaoyan365.cn/school/gxun/,广西民族大学,http://yz.kaoyan365.cn/school/gxun/yuanxi/9126/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/gxun/zhuanye/199693.html,计算机科学与技术,254,34,34,51,51
2024,http://yz.kaoyan365.cn/school/glut/,桂林理工大学,http://yz.kaoyan365.cn/school/glut/yuanxi/9584/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/glut/zhuanye/198487.html,计算机科学与技术,254,34,34,51,51
2024,http://yz.kaoyan365.cn/school/glut/,桂林理工大学,http://yz.kaoyan365.cn/school/glut/yuanxi/9584/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/glut/zhuanye/198488.html,计算机科学与技术,254,34,34,51,51
2024,http://yz.kaoyan365.cn/school/glut/,桂林理工大学,http://yz.kaoyan365.cn/school/glut/yuanxi/9584/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/glut/zhuanye/198490.html,计算机科学与技术,254,34,34,51,51
2024,http://yz.kaoyan365.cn/school/glut/,桂林理工大学,http://yz.kaoyan365.cn/school/glut/yuanxi/9584/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/glut/zhuanye/198489.html,计算机科学与技术,254,34,34,51,51
2024,http://yz.kaoyan365.cn/school/glut/,桂林理工大学,http://yz.kaoyan365.cn/school/glut/yuanxi/9584/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/glut/zhuanye/198484.html,计算机科学与技术,254,34,34,51,51
2024,http://yz.kaoyan365.cn/school/glut/,桂林理工大学,http://yz.kaoyan365.cn/school/glut/yuanxi/9584/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/glut/zhuanye/198485.html,计算机科学与技术,254,34,34,51,51
2024,http://yz.kaoyan365.cn/school/glut/,桂林理工大学,http://yz.kaoyan365.cn/school/glut/yuanxi/9584/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/glut/zhuanye/198486.html,计算机科学与技术,254,34,34,51,51
2024,http://yz.kaoyan365.cn/school/gxu/,广西大学,http://yz.kaoyan365.cn/school/gxu/yuanxi/11482/,计算机与电子信息College,081200,http://yz.kaoyan365.cn/school/gxu/zhuanye/198319.html,计算机科学与技术,254,34,34,51,51
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/11689/,应用技术College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/198164.html,计算机科学与技术,315,37,37,56,56
2024,http://yz.kaoyan365.cn/school/cqu/,重庆大学,http://yz.kaoyan365.cn/school/cqu/yuanxi/11689/,应用技术College,081200,http://yz.kaoyan365.cn/school/cqu/zhuanye/198163.html,计算机科学与技术,315,37,37,56,56
2024,http://yz.kaoyan365.cn/school/nuist/,南京信息工程大学,http://yz.kaoyan365.cn/school/nuist/yuanxi/3726/,计算机与软件College,081200,http://yz.kaoyan365.cn/school/nuist/zhuanye/198021.html,计算机科学与技术,315,37,37,56,56
2024,http://yz.kaoyan365.cn/school/scnu/,华南师范大学,http://yz.kaoyan365.cn/school/scnu/yuanxi/10531/,计算机College,081200,http://yz.kaoyan365.cn/school/scnu/zhuanye/197753.html,计算机科学与技术,334,37,37,56,56
2024,http://yz.kaoyan365.cn/school/scnu/,华南师范大学,http://yz.kaoyan365.cn/school/scnu/yuanxi/10531/,计算机College,081200,http://yz.kaoyan365.cn/school/scnu/zhuanye/197752.html,计算机科学与技术,334,37,37,56,56
2024,http://yz.kaoyan365.cn/school/scnu/,华南师范大学,http://yz.kaoyan365.cn/school/scnu/yuanxi/10531/,计算机College,081200,http://yz.kaoyan365.cn/school/scnu/zhuanye/197746.html,计算机科学与技术,334,37,37,56,56
2024,http://yz.kaoyan365.cn/school/scnu/,华南师范大学,http://yz.kaoyan365.cn/school/scnu/yuanxi/10531/,计算机College,081200,http://yz.kaoyan365.cn/school/scnu/zhuanye/197749.html,计算机科学与技术,334,37,37,56,56
2024,http://yz.kaoyan365.cn/school/scnu/,华南师范大学,http://yz.kaoyan365.cn/school/scnu/yuanxi/10531/,计算机College,081200,http://yz.kaoyan365.cn/school/scnu/zhuanye/197747.html,计算机科学与技术,334,37,37,56,56
2024,http://yz.kaoyan365.cn/school/scnu/,华南师范大学,http://yz.kaoyan365.cn/school/scnu/yuanxi/10531/,计算机College,081200,http://yz.kaoyan365.cn/school/scnu/zhuanye/197751.html,计算机科学与技术,334,37,37,56,56
2024,http://yz.kaoyan365.cn/school/scnu/,华南师范大学,http://yz.kaoyan365.cn/school/scnu/yuanxi/10531/,计算机College,081200,http://yz.kaoyan365.cn/school/scnu/zhuanye/197750.html,计算机科学与技术,334,37,37,56,56
2024,http://yz.kaoyan365.cn/school/scnu/,华南师范大学,http://yz.kaoyan365.cn/school/scnu/yuanxi/10531/,计算机College,081200,http://yz.kaoyan365.cn/school/scnu/zhuanye/197748.html,计算机科学与技术,334,37,37,56,56
2024,http://yz.kaoyan365.cn/school/bupt/,北京邮电大学,http://yz.kaoyan365.cn/school/bupt/yuanxi/266/,电子工程College,081200,http://yz.kaoyan365.cn/school/bupt/zhuanye/196973.html,计算机科学与技术,-,-,-,-,-
2024,http://yz.kaoyan365.cn/school/cwnu/,西华师范大学,http://yz.kaoyan365.cn/school/cwnu/yuanxi/4985/,数学与信息College,081200,http://yz.kaoyan365.cn/school/cwnu/zhuanye/196733.html,计算机科学与技术,-,-,-,-,-
2024,http://yz.kaoyan365.cn/school/cwnu/,西华师范大学,http://yz.kaoyan365.cn/school/cwnu/yuanxi/4985/,数学与信息College,081200,http://yz.kaoyan365.cn/school/cwnu/zhuanye/196735.html,计算机科学与技术,-,-,-,-,-
2024,http://yz.kaoyan365.cn/school/cwnu/,西华师范大学,http://yz.kaoyan365.cn/school/cwnu/yuanxi/4985/,数学与信息College,081200,http://yz.kaoyan365.cn/school/cwnu/zhuanye/196734.html,计算机科学与技术,-,-,-,-,-
2024,http://yz.kaoyan365.cn/school/csust/,长沙理工大学,http://yz.kaoyan365.cn/school/csust/yuanxi/4602/,计算机与通信工程College,077500,http://yz.kaoyan365.cn/school/csust/zhuanye/194154.html,计算机科学与技术,288,40,40,60,60
2024,http://yz.kaoyan365.cn/school/csust/,长沙理工大学,http://yz.kaoyan365.cn/school/csust/yuanxi/4602/,计算机与通信工程College,077500,http://yz.kaoyan365.cn/school/csust/zhuanye/194157.html,计算机科学与技术,288,40,40,60,60
2024,http://yz.kaoyan365.cn/school/csust/,长沙理工大学,http://yz.kaoyan365.cn/school/csust/yuanxi/4602/,计算机与通信工程College,077500,http://yz.kaoyan365.cn/school/csust/zhuanye/194156.html,计算机科学与技术,288,40,40,60,60
2024,http://yz.kaoyan365.cn/school/csust/,长沙理工大学,http://yz.kaoyan365.cn/school/csust/yuanxi/4602/,计算机与通信工程College,081200,http://yz.kaoyan365.cn/school/csust/zhuanye/194163.html,计算机科学与技术,288,40,40,60,60
2024,http://yz.kaoyan365.cn/school/csust/,长沙理工大学,http://yz.kaoyan365.cn/school/csust/yuanxi/4602/,计算机与通信工程College,081200,http://yz.kaoyan365.cn/school/csust/zhuanye/194165.html,计算机科学与技术,288,40,40,60,60
2024,http://yz.kaoyan365.cn/school/csust/,长沙理工大学,http://yz.kaoyan365.cn/school/csust/yuanxi/4602/,计算机与通信工程College,077500,http://yz.kaoyan365.cn/school/csust/zhuanye/194155.html,计算机科学与技术,288,40,40,60,60
2024,http://yz.kaoyan365.cn/school/csust/,长沙理工大学,http://yz.kaoyan365.cn/school/csust/yuanxi/4602/,计算机与通信工程College,081200,http://yz.kaoyan365.cn/school/csust/zhuanye/194164.html,计算机科学与技术,288,40,40,60,60
2024,http://yz.kaoyan365.cn/school/csust/,长沙理工大学,http://yz.kaoyan365.cn/school/csust/yuanxi/4602/,计算机与通信工程College,081200,http://yz.kaoyan365.cn/school/csust/zhuanye/194162.html,计算机科学与技术,288,40,40,60,60
2024,http://yz.kaoyan365.cn/school/hnust/,湖南科技大学,http://yz.kaoyan365.cn/school/hnust/yuanxi/4888/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/hnust/zhuanye/193929.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/hnust/,湖南科技大学,http://yz.kaoyan365.cn/school/hnust/yuanxi/4888/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/hnust/zhuanye/193928.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/hnust/,湖南科技大学,http://yz.kaoyan365.cn/school/hnust/yuanxi/4888/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/hnust/zhuanye/193931.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/hnust/,湖南科技大学,http://yz.kaoyan365.cn/school/hnust/yuanxi/4888/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/hnust/zhuanye/193930.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/xtu/,湘潭大学,http://yz.kaoyan365.cn/school/xtu/yuanxi/5262/,信息工程College,081200,http://yz.kaoyan365.cn/school/xtu/zhuanye/193158.html,计算机科学与技术,302,37,37,56,56
2024,http://yz.kaoyan365.cn/school/xtu/,湘潭大学,http://yz.kaoyan365.cn/school/xtu/yuanxi/5262/,信息工程College,081200,http://yz.kaoyan365.cn/school/xtu/zhuanye/193159.html,计算机科学与技术,302,37,37,56,56
2024,http://yz.kaoyan365.cn/school/xtu/,湘潭大学,http://yz.kaoyan365.cn/school/xtu/yuanxi/5262/,信息工程College,081200,http://yz.kaoyan365.cn/school/xtu/zhuanye/193156.html,计算机科学与技术,302,37,37,56,56
2024,http://yz.kaoyan365.cn/school/xtu/,湘潭大学,http://yz.kaoyan365.cn/school/xtu/yuanxi/5262/,信息工程College,081200,http://yz.kaoyan365.cn/school/xtu/zhuanye/193157.html,计算机科学与技术,302,37,37,56,56
2024,http://yz.kaoyan365.cn/school/scuec/,中南民族大学,http://yz.kaoyan365.cn/school/scuec/yuanxi/10571/,计算机科学College,0812Z1,http://yz.kaoyan365.cn/school/scuec/zhuanye/192857.html,信息安全,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/scuec/,中南民族大学,http://yz.kaoyan365.cn/school/scuec/yuanxi/10571/,计算机科学College,0812Z1,http://yz.kaoyan365.cn/school/scuec/zhuanye/192855.html,信息安全,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/scuec/,中南民族大学,http://yz.kaoyan365.cn/school/scuec/yuanxi/10571/,计算机科学College,0812Z1,http://yz.kaoyan365.cn/school/scuec/zhuanye/192856.html,信息安全,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/znufe/,中南财经政法大学,http://yz.kaoyan365.cn/school/znufe/yuanxi/10880/,信息与安全工程College,081200,http://yz.kaoyan365.cn/school/znufe/zhuanye/192607.html,计算机科学与技术,322,37,37,56,56
2024,http://yz.kaoyan365.cn/school/hbmy/,湖北民族大学,http://yz.kaoyan365.cn/school/hbmy/yuanxi/10895/,信息工程College,0701Z1,http://yz.kaoyan365.cn/school/hbmy/zhuanye/192466.html,信息安全,288,40,40,60,60
2024,http://yz.kaoyan365.cn/school/hbmy/,湖北民族大学,http://yz.kaoyan365.cn/school/hbmy/yuanxi/10895/,信息工程College,0701Z1,http://yz.kaoyan365.cn/school/hbmy/zhuanye/192465.html,信息安全,288,40,40,60,60
2024,http://yz.kaoyan365.cn/school/ccnu/,华中师范大学,http://yz.kaoyan365.cn/school/ccnu/yuanxi/11116/,国家数字化学习工程技术研究中心,081200,http://yz.kaoyan365.cn/school/ccnu/zhuanye/192082.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/ccnu/,华中师范大学,http://yz.kaoyan365.cn/school/ccnu/yuanxi/11116/,国家数字化学习工程技术研究中心,081200,http://yz.kaoyan365.cn/school/ccnu/zhuanye/192083.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/ccnu/,华中师范大学,http://yz.kaoyan365.cn/school/ccnu/yuanxi/11116/,国家数字化学习工程技术研究中心,081200,http://yz.kaoyan365.cn/school/ccnu/zhuanye/192084.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/ccnu/,华中师范大学,http://yz.kaoyan365.cn/school/ccnu/yuanxi/11116/,国家数字化学习工程技术研究中心,081200,http://yz.kaoyan365.cn/school/ccnu/zhuanye/192081.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/ccnu/,华中师范大学,http://yz.kaoyan365.cn/school/ccnu/yuanxi/11094/,计算机College,081200,http://yz.kaoyan365.cn/school/ccnu/zhuanye/192076.html,计算机科学与技术,288,37,37,56,56
2024,http://yz.kaoyan365.cn/school/ccnu/,华中师范大学,http://yz.kaoyan365.cn/school/ccnu/yuanxi/11094/,计算机College,081200,http://yz.kaoyan365.cn/school/ccnu/zhuanye/192077.html,计算机科学与技术,288,37,37,56,56
2024,http://yz.kaoyan365.cn/school/ccnu/,华中师范大学,http://yz.kaoyan365.cn/school/ccnu/yuanxi/11094/,计算机College,081200,http://yz.kaoyan365.cn/school/ccnu/zhuanye/192075.html,计算机科学与技术,288,37,37,56,56
2024,http://yz.kaoyan365.cn/school/hbut/,湖北工业大学,http://yz.kaoyan365.cn/school/hbut/yuanxi/10905/,计算机College,077500,http://yz.kaoyan365.cn/school/hbut/zhuanye/191236.html,计算机科学与技术,294,69,54,69,100
2024,http://yz.kaoyan365.cn/school/hbut/,湖北工业大学,http://yz.kaoyan365.cn/school/hbut/yuanxi/10905/,计算机College,081200,http://yz.kaoyan365.cn/school/hbut/zhuanye/191238.html,计算机科学与技术,311,37,37,56,56
2024,http://yz.kaoyan365.cn/school/hbut/,湖北工业大学,http://yz.kaoyan365.cn/school/hbut/yuanxi/10905/,计算机College,077500,http://yz.kaoyan365.cn/school/hbut/zhuanye/191234.html,计算机科学与技术,294,69,54,69,100
2024,http://yz.kaoyan365.cn/school/hbut/,湖北工业大学,http://yz.kaoyan365.cn/school/hbut/yuanxi/10905/,计算机College,081200,http://yz.kaoyan365.cn/school/hbut/zhuanye/191239.html,计算机科学与技术,311,37,37,56,56
2024,http://yz.kaoyan365.cn/school/hbut/,湖北工业大学,http://yz.kaoyan365.cn/school/hbut/yuanxi/10905/,计算机College,077500,http://yz.kaoyan365.cn/school/hbut/zhuanye/191237.html,计算机科学与技术,294,69,54,69,100
2024,http://yz.kaoyan365.cn/school/hbut/,湖北工业大学,http://yz.kaoyan365.cn/school/hbut/yuanxi/10905/,计算机College,081200,http://yz.kaoyan365.cn/school/hbut/zhuanye/191241.html,计算机科学与技术,311,37,37,56,56
2024,http://yz.kaoyan365.cn/school/hbut/,湖北工业大学,http://yz.kaoyan365.cn/school/hbut/yuanxi/10905/,计算机College,081200,http://yz.kaoyan365.cn/school/hbut/zhuanye/191240.html,计算机科学与技术,311,37,37,56,56
