年份,学校官网,学校,学院官网,学院,代码,proname_url,专业,总分,政治,英语,数学,408专业基础,省份,院校层次
2023,http://yz.kaoyan365.cn/school/hpu/,河南理工大学,http://yz.kaoyan365.cn/school/hpu/yuanxi/6237/,计算机科学与技术学院,083500,http://yz.kaoyan365.cn/school/hpu/zhuanye/185492.html,软件工程,264,37,37,56,56,河南,双一流高校
2023,http://yz.kaoyan365.cn/school/hpu/,河南理工大学,http://yz.kaoyan365.cn/school/hpu/yuanxi/6237/,计算机科学与技术学院,083500,http://yz.kaoyan365.cn/school/hpu/zhuanye/185493.html,软件工程,264,37,37,56,56,河南,双一流高校
2023,http://yz.kaoyan365.cn/school/njtu/,北京交通大学,http://yz.kaoyan365.cn/school/njtu/yuanxi/140/,软件学院,081200,http://yz.kaoyan365.cn/school/njtu/zhuanye/185321.html,计算机科学与技术,264,45,45,65,56,北京,985院校
2023,http://yz.kaoyan365.cn/school/njtu/,北京交通大学,http://yz.kaoyan365.cn/school/njtu/yuanxi/140/,软件学院,081200,http://yz.kaoyan365.cn/school/njtu/zhuanye/185320.html,计算机科学与技术,264,45,45,65,56,北京,985院校
2023,http://yz.kaoyan365.cn/school/njtu/,北京交通大学,http://yz.kaoyan365.cn/school/njtu/yuanxi/140/,软件学院,081200,http://yz.kaoyan365.cn/school/njtu/zhuanye/185324.html,计算机科学与技术,264,45,45,65,56,北京,985院校
2023,http://yz.kaoyan365.cn/school/njtu/,北京交通大学,http://yz.kaoyan365.cn/school/njtu/yuanxi/140/,软件学院,081200,http://yz.kaoyan365.cn/school/njtu/zhuanye/185323.html,计算机科学与技术,264,45,45,65,56,北京,985院校
2023,http://yz.kaoyan365.cn/school/njtu/,北京交通大学,http://yz.kaoyan365.cn/school/njtu/yuanxi/140/,软件学院,081200,http://yz.kaoyan365.cn/school/njtu/zhuanye/185322.html,计算机科学与技术,264,45,45,65,56,北京,985院校
2023,http://yz.kaoyan365.cn/school/sdufe/,山东财经大学,http://yz.kaoyan365.cn/school/sdufe/yuanxi/6634/,计算机科学与技术学院,081203,http://yz.kaoyan365.cn/school/sdufe/zhuanye/184720.html,计算机应用技术,264,37,37,56,56,山东,双一流高校
2023,http://yz.kaoyan365.cn/school/sdufe/,山东财经大学,http://yz.kaoyan365.cn/school/sdufe/yuanxi/6634/,计算机科学与技术学院,0812Z1,http://yz.kaoyan365.cn/school/sdufe/zhuanye/184722.html,数字媒体技术,264,37,37,56,56,山东,双一流高校
2023,http://yz.kaoyan365.cn/school/sdufe/,山东财经大学,http://yz.kaoyan365.cn/school/sdufe/yuanxi/6634/,计算机科学与技术学院,0812J1,http://yz.kaoyan365.cn/school/sdufe/zhuanye/184721.html,软件工程,264,37,37,56,56,山东,双一流高校
2023,http://yz.kaoyan365.cn/school/sdufe/,山东财经大学,http://yz.kaoyan365.cn/school/sdufe/yuanxi/6634/,计算机科学与技术学院,081202,http://yz.kaoyan365.cn/school/sdufe/zhuanye/184719.html,计算机软件与理论,264,37,37,56,56,山东,双一流高校
2023,http://yz.kaoyan365.cn/school/sdnu/,山东师范大学,http://yz.kaoyan365.cn/school/sdnu/yuanxi/6770/,信息科学与工程学院,081200,http://yz.kaoyan365.cn/school/sdnu/zhuanye/184096.html,计算机科学与技术,264,37,37,56,56,山东,双一流高校
2023,http://yz.kaoyan365.cn/school/sdnu/,山东师范大学,http://yz.kaoyan365.cn/school/sdnu/yuanxi/6770/,信息科学与工程学院,081200,http://yz.kaoyan365.cn/school/sdnu/zhuanye/184095.html,计算机科学与技术,264,37,37,56,56,山东,双一流高校
2023,http://yz.kaoyan365.cn/school/sdnu/,山东师范大学,http://yz.kaoyan365.cn/school/sdnu/yuanxi/6770/,信息科学与工程学院,081200,http://yz.kaoyan365.cn/school/sdnu/zhuanye/184094.html,计算机科学与技术,264,37,37,56,56,山东,双一流高校
2023,http://yz.kaoyan365.cn/school/sdnu/,山东师范大学,http://yz.kaoyan365.cn/school/sdnu/yuanxi/6770/,信息科学与工程学院,081200,http://yz.kaoyan365.cn/school/sdnu/zhuanye/184093.html,计算机科学与技术,264,37,37,56,56,山东,双一流高校
2023,http://yz.kaoyan365.cn/school/sdau/,山东理工大学,http://yz.kaoyan365.cn/school/sdau/yuanxi/7058/,信息科学与工程学院,081200,http://yz.kaoyan365.cn/school/sdau/zhuanye/183188.html,计算机科学与技术,287,37,37,56,56,山东,省属高校
2023,http://yz.kaoyan365.cn/school/sdau/,山东理工大学,http://yz.kaoyan365.cn/school/sdau/yuanxi/7058/,信息科学与工程学院,081200,http://yz.kaoyan365.cn/school/sdau/zhuanye/183189.html,计算机科学与技术,287,37,37,56,56,未知,省属高校
2023,http://yz.kaoyan365.cn/school/sdau/,山东理工大学,http://yz.kaoyan365.cn/school/sdau/yuanxi/7058/,信息科学与工程学院,081200,http://yz.kaoyan365.cn/school/sdau/zhuanye/183190.html,计算机科学与技术,287,37,37,56,56,未知,省属高校
2023,http://yz.kaoyan365.cn/school/sdut/,山东理工大学,http://yz.kaoyan365.cn/school/sdut/yuanxi/7078/,计算机科学与技术学院,081200,http://yz.kaoyan365.cn/school/sdut/zhuanye/183022.html,计算机科学与技术,264,37,37,56,56,山东,双一流高校
2023,http://yz.kaoyan365.cn/school/sdut/,山东理工大学,http://yz.kaoyan365.cn/school/sdut/yuanxi/7078/,计算机科学与技术学院,081200,http://yz.kaoyan365.cn/school/sdut/zhuanye/183019.html,计算机科学与技术,264,37,37,56,56,山东,双一流高校
2023,http://yz.kaoyan365.cn/school/sdut/,山东理工大学,http://yz.kaoyan365.cn/school/sdut/yuanxi/7078/,计算机科学与技术学院,081200,http://yz.kaoyan365.cn/school/sdut/zhuanye/183021.html,计算机科学与技术,264,37,37,56,56,山东,双一流高校
2023,http://yz.kaoyan365.cn/school/sdut/,山东理工大学,http://yz.kaoyan365.cn/school/sdut/yuanxi/7078/,计算机科学与技术学院,081200,http://yz.kaoyan365.cn/school/sdut/zhuanye/183020.html,计算机科学与技术,264,37,37,56,56,山东,双一流高校
2023,http://yz.kaoyan365.cn/school/sdjzu/,山东理工大学,http://yz.kaoyan365.cn/school/sdjzu/yuanxi/7111/,计算机科学与技术学院,081203,http://yz.kaoyan365.cn/school/sdjzu/zhuanye/182865.html,计算机应用技术,264,37,37,56,56,山东,双一流高校
2023,http://yz.kaoyan365.cn/school/xauat/,西安建筑科技大学,http://yz.kaoyan365.cn/school/xauat/yuanxi/3098/,信息与控制工程学院,081200,http://yz.kaoyan365.cn/school/xauat/zhuanye/182760.html,计算机科学与技术,264,37,37,56,56,陕西,省属高校
2023,http://yz.kaoyan365.cn/school/xauat/,西安建筑科技大学,http://yz.kaoyan365.cn/school/xauat/yuanxi/3098/,信息与控制工程学院,081200,http://yz.kaoyan365.cn/school/xauat/zhuanye/182759.html,计算机科学与技术,264,37,37,56,56,陕西,省属高校
2023,http://yz.kaoyan365.cn/school/xauat/,西安建筑科技大学,http://yz.kaoyan365.cn/school/xauat/yuanxi/3098/,信息与控制工程学院,081200,http://yz.kaoyan365.cn/school/xauat/zhuanye/182758.html,计算机科学与技术,264,37,37,56,56,陕西,省属高校
2023,http://yz.kaoyan365.cn/school/qust/,青岛科技大学,http://yz.kaoyan365.cn/school/qust/yuanxi/7165/,信息学院,081200,http://yz.kaoyan365.cn/school/qust/zhuanye/182511.html,计算机科学与技术,264,37,37,56,56,山东,省属高校
2023,http://yz.kaoyan365.cn/school/jxufe/,江西财经大学,http://yz.kaoyan365.cn/school/jxufe/yuanxi/7659/,信息管理学院,081200,http://yz.kaoyan365.cn/school/jxufe/zhuanye/180851.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/jxufe/,江西财经大学,http://yz.kaoyan365.cn/school/jxufe/yuanxi/7659/,信息管理学院,081200,http://yz.kaoyan365.cn/school/jxufe/zhuanye/180849.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/jxufe/,江西财经大学,http://yz.kaoyan365.cn/school/jxufe/yuanxi/7659/,信息管理学院,081200,http://yz.kaoyan365.cn/school/jxufe/zhuanye/180850.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/jxnu/,江西师范大学,http://yz.kaoyan365.cn/school/jxnu/yuanxi/7721/,计算机信息工程学院,081200,http://yz.kaoyan365.cn/school/jxnu/zhuanye/180579.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/jxnu/,江西师范大学,http://yz.kaoyan365.cn/school/jxnu/yuanxi/7721/,计算机信息工程学院,081200,http://yz.kaoyan365.cn/school/jxnu/zhuanye/180578.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/jxnu/,江西师范大学,http://yz.kaoyan365.cn/school/jxnu/yuanxi/7721/,计算机信息工程学院,081200,http://yz.kaoyan365.cn/school/jxnu/zhuanye/180577.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/jxtcmi/,江西中医药大学,http://yz.kaoyan365.cn/school/jxtcmi/yuanxi/2039/,计算机学院,081200,http://yz.kaoyan365.cn/school/jxtcmi/zhuanye/180236.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/jxtcmi/,江西中医药大学,http://yz.kaoyan365.cn/school/jxtcmi/yuanxi/2039/,计算机学院,081200,http://yz.kaoyan365.cn/school/jxtcmi/zhuanye/180238.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/jxtcmi/,江西中医药大学,http://yz.kaoyan365.cn/school/jxtcmi/yuanxi/2039/,计算机学院,081200,http://yz.kaoyan365.cn/school/jxtcmi/zhuanye/180237.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/jxau/,江西理工大学,http://yz.kaoyan365.cn/school/jxau/yuanxi/2053/,计算机与信息工程学院,081200,http://yz.kaoyan365.cn/school/jxau/zhuanye/180087.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/jxau/,江西理工大学,http://yz.kaoyan365.cn/school/jxau/yuanxi/2053/,计算机与信息工程学院,081200,http://yz.kaoyan365.cn/school/jxau/zhuanye/180088.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/jxau/,江西理工大学,http://yz.kaoyan365.cn/school/jxau/yuanxi/2053/,计算机与信息工程学院,081200,http://yz.kaoyan365.cn/school/jxau/zhuanye/180086.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/jxust/,江西理工大学,http://yz.kaoyan365.cn/school/jxust/yuanxi/2118/,理学院,077500,http://yz.kaoyan365.cn/school/jxust/zhuanye/179863.html,计算机科学与技术,288,40,40,60,60,江西,省属高校
2023,http://yz.kaoyan365.cn/school/jxust/,江西理工大学,http://yz.kaoyan365.cn/school/jxust/yuanxi/2118/,理学院,077500,http://yz.kaoyan365.cn/school/jxust/zhuanye/179865.html,计算机科学与技术,288,40,40,60,60,江西,省属高校
2023,http://yz.kaoyan365.cn/school/jxust/,江西理工大学,http://yz.kaoyan365.cn/school/jxust/yuanxi/2118/,理学院,077500,http://yz.kaoyan365.cn/school/jxust/zhuanye/179861.html,计算机科学与技术,288,40,40,60,60,江西,省属高校
2023,http://yz.kaoyan365.cn/school/jxust/,江西理工大学,http://yz.kaoyan365.cn/school/jxust/yuanxi/2118/,理学院,077500,http://yz.kaoyan365.cn/school/jxust/zhuanye/179867.html,计算机科学与技术,288,40,40,60,60,江西,省属高校
2023,http://yz.kaoyan365.cn/school/jxust/,江西理工大学,http://yz.kaoyan365.cn/school/jxust/yuanxi/2118/,理学院,077500,http://yz.kaoyan365.cn/school/jxust/zhuanye/179862.html,计算机科学与技术,288,40,40,60,60,江西,省属高校
2023,http://yz.kaoyan365.cn/school/jxust/,江西理工大学,http://yz.kaoyan365.cn/school/jxust/yuanxi/2118/,理学院,077500,http://yz.kaoyan365.cn/school/jxust/zhuanye/179868.html,计算机科学与技术,288,40,40,60,60,江西,省属高校
2023,http://yz.kaoyan365.cn/school/jxust/,江西理工大学,http://yz.kaoyan365.cn/school/jxust/yuanxi/2118/,理学院,077500,http://yz.kaoyan365.cn/school/jxust/zhuanye/179866.html,计算机科学与技术,288,40,40,60,60,江西,省属高校
2023,http://yz.kaoyan365.cn/school/jxust/,江西理工大学,http://yz.kaoyan365.cn/school/jxust/yuanxi/2118/,理学院,077500,http://yz.kaoyan365.cn/school/jxust/zhuanye/179864.html,计算机科学与技术,288,40,40,60,60,江西,省属高校
2023,http://yz.kaoyan365.cn/school/nchu/,南昌航空大学,http://yz.kaoyan365.cn/school/nchu/yuanxi/2140/,信息工程学院,081200,http://yz.kaoyan365.cn/school/nchu/zhuanye/179606.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/nchu/,南昌航空大学,http://yz.kaoyan365.cn/school/nchu/yuanxi/2140/,信息工程学院,081200,http://yz.kaoyan365.cn/school/nchu/zhuanye/179607.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/nchu/,南昌航空大学,http://yz.kaoyan365.cn/school/nchu/yuanxi/2140/,信息工程学院,081200,http://yz.kaoyan365.cn/school/nchu/zhuanye/179604.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/nchu/,南昌航空大学,http://yz.kaoyan365.cn/school/nchu/yuanxi/2140/,信息工程学院,081200,http://yz.kaoyan365.cn/school/nchu/zhuanye/179605.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/ecit/,东华理工大学,http://yz.kaoyan365.cn/school/ecit/yuanxi/2154/,信息工程学院,077500,http://yz.kaoyan365.cn/school/ecit/zhuanye/179483.html,计算机科学与技术,288,40,40,60,60,江西,省属高校
2023,http://yz.kaoyan365.cn/school/ecit/,东华理工大学,http://yz.kaoyan365.cn/school/ecit/yuanxi/2154/,信息工程学院,081200,http://yz.kaoyan365.cn/school/ecit/zhuanye/179489.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/ecit/,东华理工大学,http://yz.kaoyan365.cn/school/ecit/yuanxi/2154/,信息工程学院,081200,http://yz.kaoyan365.cn/school/ecit/zhuanye/179488.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/ecit/,东华理工大学,http://yz.kaoyan365.cn/school/ecit/yuanxi/2154/,信息工程学院,081200,http://yz.kaoyan365.cn/school/ecit/zhuanye/179487.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/ecit/,东华理工大学,http://yz.kaoyan365.cn/school/ecit/yuanxi/2154/,信息工程学院,077500,http://yz.kaoyan365.cn/school/ecit/zhuanye/179484.html,计算机科学与技术,288,40,40,60,60,江西,省属高校
2023,http://yz.kaoyan365.cn/school/ecit/,东华理工大学,http://yz.kaoyan365.cn/school/ecit/yuanxi/2154/,信息工程学院,081200,http://yz.kaoyan365.cn/school/ecit/zhuanye/179486.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/ecit/,东华理工大学,http://yz.kaoyan365.cn/school/ecit/yuanxi/2154/,信息工程学院,077500,http://yz.kaoyan365.cn/school/ecit/zhuanye/179485.html,计算机科学与技术,288,40,40,60,60,江西,省属高校
2023,http://yz.kaoyan365.cn/school/ecjtu/,华东交通大学,http://yz.kaoyan365.cn/school/ecjtu/yuanxi/2165/,信息工程学院,081200,http://yz.kaoyan365.cn/school/ecjtu/zhuanye/179344.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/ecjtu/,华东交通大学,http://yz.kaoyan365.cn/school/ecjtu/yuanxi/2165/,信息工程学院,081200,http://yz.kaoyan365.cn/school/ecjtu/zhuanye/179343.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/ecjtu/,华东交通大学,http://yz.kaoyan365.cn/school/ecjtu/yuanxi/2165/,信息工程学院,081200,http://yz.kaoyan365.cn/school/ecjtu/zhuanye/179345.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/ecjtu/,华东交通大学,http://yz.kaoyan365.cn/school/ecjtu/yuanxi/2165/,信息工程学院,081200,http://yz.kaoyan365.cn/school/ecjtu/zhuanye/179346.html,计算机科学与技术,264,37,37,56,56,江西,省属高校
2023,http://yz.kaoyan365.cn/school/fafu/,福建农林大学,http://yz.kaoyan365.cn/school/fafu/yuanxi/6895/,计算机与信息学院,081200,http://yz.kaoyan365.cn/school/fafu/zhuanye/177703.html,计算机科学与技术,264,37,37,56,56,福建,省属高校
2023,http://yz.kaoyan365.cn/school/fafu/,福建农林大学,http://yz.kaoyan365.cn/school/fafu/yuanxi/6895/,计算机与信息学院,081200,http://yz.kaoyan365.cn/school/fafu/zhuanye/177706.html,计算机科学与技术,264,37,37,56,56,福建,省属高校
2023,http://yz.kaoyan365.cn/school/fafu/,福建农林大学,http://yz.kaoyan365.cn/school/fafu/yuanxi/6895/,计算机与信息学院,081200,http://yz.kaoyan365.cn/school/fafu/zhuanye/177704.html,计算机科学与技术,264,37,37,56,56,福建,省属高校
2023,http://yz.kaoyan365.cn/school/fafu/,福建农林大学,http://yz.kaoyan365.cn/school/fafu/yuanxi/6895/,计算机与信息学院,081200,http://yz.kaoyan365.cn/school/fafu/zhuanye/177705.html,计算机科学与技术,264,37,37,56,56,福建,省属高校
2023,http://yz.kaoyan365.cn/school/hqu/,华侨大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6574/,计算机科学与技术学院,083500,http://yz.kaoyan365.cn/school/hqu/zhuanye/176978.html,软件工程,264,37,37,56,56,福建,省属高校
2023,http://yz.kaoyan365.cn/school/hqu/,华侨大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6574/,计算机科学与技术学院,083500,http://yz.kaoyan365.cn/school/hqu/zhuanye/176977.html,软件工程,264,37,37,56,56,福建,省属高校
2023,http://yz.kaoyan365.cn/school/hqu/,河北大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6574/,计算机科学与技术学院,083500,http://yz.kaoyan365.cn/school/hqu/zhuanye/176977.html,软件工程,288,40,40,60,60,河北,省属高校
2023,http://yz.kaoyan365.cn/school/hqu/,新疆大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6574/,计算机科学与技术学院,083500,http://yz.kaoyan365.cn/school/hqu/zhuanye/176977.html,软件工程,264,37,37,56,56,新疆,211高校
2023,http://yz.kaoyan365.cn/school/hqu/,西藏大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6574/,计算机科学与技术学院,083500,http://yz.kaoyan365.cn/school/hqu/zhuanye/176977.html,软件工程,320,50,50,75,75,西藏,211高校
2023,http://yz.kaoyan365.cn/school/hqu/,贵州大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6574/,计算机科学与技术学院,083500,http://yz.kaoyan365.cn/school/hqu/zhuanye/176977.html,软件工程,320,50,50,75,75,贵州,211高校
2023,http://yz.kaoyan365.cn/school/hqu/,黑龙江大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6574/,计算机科学与技术学院,083500,http://yz.kaoyan365.cn/school/hqu/zhuanye/176977.html,软件工程,288,40,40,60,60,黑龙江,省属高校
2023,http://yz.kaoyan365.cn/school/hqu/,吉林大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6574/,计算机科学与技术学院,083500,http://yz.kaoyan365.cn/school/hqu/zhuanye/176977.html,软件工程,350,60,50,90,90,吉林,985高校
2023,http://yz.kaoyan365.cn/school/hqu/,辽宁大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6574/,计算机科学与技术学院,083500,http://yz.kaoyan365.cn/school/hqu/zhuanye/176977.html,软件工程,264,37,37,56,56,辽宁,211高校
2023,http://yz.kaoyan365.cn/school/hqu/,安徽大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6574/,计算机科学与技术学院,083500,http://yz.kaoyan365.cn/school/hqu/zhuanye/176977.html,软件工程,288,40,40,60,60,安徽,211高校
2023,http://yz.kaoyan365.cn/school/hqu/,内蒙古大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6574/,计算机科学与技术学院,083500,http://yz.kaoyan365.cn/school/hqu/zhuanye/176977.html,软件工程,320,50,50,75,75,内蒙古,211高校
2023,http://yz.kaoyan365.cn/school/hqu/,宁夏大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6574/,计算机科学与技术学院,083500,http://yz.kaoyan365.cn/school/hqu/zhuanye/176977.html,软件工程,320,50,50,75,75,宁夏,211高校
2023,http://yz.kaoyan365.cn/school/hqu/,海南大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6574/,计算机科学与技术学院,083500,http://yz.kaoyan365.cn/school/hqu/zhuanye/176977.html,软件工程,288,40,40,60,60,海南,211高校
2023,http://yz.kaoyan365.cn/school/hqu/,青海大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6574/,计算机科学与技术学院,083500,http://yz.kaoyan365.cn/school/hqu/zhuanye/176977.html,软件工程,264,37,37,56,56,青海,211高校
2023,http://yz.kaoyan365.cn/school/hqu/,天津大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6574/,计算机科学与技术学院,083500,http://yz.kaoyan365.cn/school/hqu/zhuanye/176977.html,软件工程,350,60,50,90,90,天津,985高校
2023,http://yz.kaoyan365.cn/school/hqu/,上海大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6574/,计算机科学与技术学院,083500,http://yz.kaoyan365.cn/school/hqu/zhuanye/176977.html,软件工程,288,40,40,60,60,上海,双一流高校
2023,http://yz.kaoyan365.cn/school/hqu/,山西大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6574/,计算机科学与技术学院,083500,http://yz.kaoyan365.cn/school/hqu/zhuanye/176977.html,软件工程,350,60,50,90,90,山西,双一流高校
2023,http://yz.kaoyan366.cn/school/hqu/,台湾大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6575/,计算机科学与技术学院,083501,http://yz.kaoyan365.cn/school/hqu/zhuanye/176978.html,软件工程,350,60,50,90,90,台湾,985高校
2023,http://yz.kaoyan367.cn/school/hqu/,香港大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6576/,计算机科学与技术学院,083502,http://yz.kaoyan365.cn/school/hqu/zhuanye/176979.html,软件工程,350,60,50,90,90,香港,985高校
2023,http://yz.kaoyan368.cn/school/hqu/,澳门大学,http://yz.kaoyan365.cn/school/hqu/yuanxi/6577/,计算机科学与技术学院,083503,http://yz.kaoyan365.cn/school/hqu/zhuanye/176980.html,软件工程,350,60,50,90,90,澳门,985高校
